horizon,symbol,entry_time,exit_time,entry_price,target,initial_sl,exit_price,qty,outcome,pnl,r_multiple,p_entry,kelly_f,atr,features_json,pnl_net,r_net
short_term,SBIN,2024-06-03T09:45:00+05:30,2024-06-03T09:46:00+05:30,867.65,889.8979770571128,856.5260114714436,867.1300095595362,1123.0,TRAILED,-583.9492646407841,-0.04674496374469235,0.8407484637005596,0.05,7.4159923523709645,"{""structure"": 0.9831623818415755, ""value"": 0.9672625308686769, ""vol_anom"": 0.9661894036212391, ""mom_t"": 0.4861783491372664, ""vratio"": -0.5101328926735165, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",-2532.6911646407843,-0.20274116920151267
short_term,ICICIBANK,2024-06-03T09:45:00+05:30,2024-06-03T12:45:00+05:30,1136.75,1164.5362190103144,1122.856890494843,1149.7224087457023,899.0,TRAILED,11662.195462386364,0.9337296838326193,0.7523743172945311,0.05,9.26207300343814,"{""structure"": 0.7000756598948074, ""value"": 0.2620827447399269, ""vol_anom"": 0.8511211357634252, ""mom_t"": 0.5215723050364601, ""vratio"": 0.024683356550342817, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",9618.318962386364,0.770087412161466
short_term,SBIN,2024-06-03T12:15:00+05:30,2024-06-03T13:41:00+05:30,899.45,924.9381305829064,886.7059347085469,901.3799455904557,980.0,TRAILED,1891.3466786465324,0.15143877140601072,0.831193816466782,0.05,8.496043527635443,"{""structure"": 0.9994752021024341, ""value"": 0.9988844386695886, ""vol_anom"": 0.059146030304284496, ""mom_t"": 0.7089310225197241, ""vratio"": 0.1927317861525812, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",128.42467864653213,0.010282871866917651
short_term,RELIANCE,2024-06-03T11:15:00+05:30,2024-06-04T09:15:00+05:30,1489.95,1522.363279461985,1473.7433602690076,1498.05,771.0,TRAILED,6245.099999999929,0.4997951539892635,0.7161775706265243,0.05,10.80442648732835,"{""structure"": 0.9938772379166054, ""value"": 0.8234193794800094, ""vol_anom"": -0.22984841788313576, ""mom_t"": 0.6562889590687991, ""vratio"": 0.058648761733548035, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",3947.5970999999295,0.31592607011610013
short_term,HDFCBANK,2024-06-03T09:45:00+05:30,2024-06-04T09:15:00+05:30,782.5,800.2289402706048,773.6355298646976,773.6355298646976,1410.0,LOSS,-12498.90289077644,-1.0,0.8047592251131332,0.05,5.909646756868271,"{""structure"": 0.9997358679396439, ""value"": 0.939040489601725, ""vol_anom"": 0.8313482620163514, ""mom_t"": 0.5028792023453033, ""vratio"": -0.2710134649183101, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",-14705.55289077644,-1.1765474953508437
short_term,ICICIBANK,2024-06-03T14:45:00+05:30,2024-06-04T09:15:00+05:30,1151.7,1177.8397567176469,1138.6301216411766,1154.1084347009805,956.0,TRAILED,2302.4635741373377,0.1842736890779519,0.7601359507070771,0.05,8.713252239215581,"{""structure"": 0.8887753942295676, ""value"": 0.7448025530208787, ""vol_anom"": -0.2359085111444566, ""mom_t"": 0.6609897135910724, ""vratio"": 0.2236561189924289, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",100.41317413733714,0.008036394685308583
short_term,SBIN,2024-06-04T09:15:00+05:30,2024-06-04T09:16:00+05:30,909.0,932.3500370520513,897.3249814739743,897.0,1070.0,LOSS,-12840.0,-1.027835628119119,0.8312876811632999,0.05,7.7833456840171165,"{""structure"": 0.9998824285908283, ""value"": 0.9997048178403323, ""vol_anom"": -0.11824681487359257, ""mom_t"": 0.7829640937140356, ""vratio"": 0.19928249199528825, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",-14785.26,-1.1835527257791656
swing,SBIN,2024-06-04T09:15:00+05:30,2024-06-04T09:16:00+05:30,905.65,992.9982530493484,861.9758734753258,861.9758734753258,228.0,LOSS,-9957.700847625716,-1.0,0.8824152425717576,0.05,21.837063262337104,"{""structure"": 0.9999996443205595, ""value"": 0.9976520278700224, ""vol_anom"": 0.9197657969402515, ""mom_t"": 0.5418856804550138, ""vratio"": -0.07111694631336787, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",-10370.677247625716,-1.0414730675604167
positional,SBIN,2024-06-03T09:15:00+05:30,2024-06-04T09:30:00+05:30,830.35,1041.3509630767,724.84951846165,841.6663456411,71.0,TRAILED,803.460540518095,0.10726345013872157,0.7934524102321519,0.05,35.16682717945001,"{""structure"": 0.998551625270626, ""value"": 0.9871459343180465, ""vol_anom"": -0.15207397667325864, ""mom_t"": 0.6586001033796162, ""vratio"": -0.01974537675666327, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",685.5508405180949,0.09152228975931301
swing,ICICIBANK,2024-06-04T09:15:00+05:30,2024-06-04T10:44:00+05:30,1160.0,1250.8577612039148,1114.5711193980426,1114.5711193980426,220.0,LOSS,-9994.35373243063,-1.0,0.7698145788800094,0.05,22.71444030097873,"{""structure"": 0.998534894345661, ""value"": 0.938379551360207, ""vol_anom"": 0.7587242734843053, ""mom_t"": 0.10764222010820326, ""vratio"": -0.19506969347362574, ""flow"": 0.0, ""pcr"": 0.0, ""vrp"": 0.0}",-10504.75373243063,-1.051068834830591
